worker, file, time 
12, 74, 84.83015441894531 
20, 4, 9.978807210922241 
3, 74, 126.08038425445557 
27, 38, 47.93371915817261 
7, 52, 47.617478370666504 
28, 40, 61.961663007736206 
32, 78, 132.20144653320312 
15, 42, 48.29018211364746 
8, 54, 46.507012367248535 
26, 44, 68.2124445438385 
8, 46, 46.66636347770691 
23, 22, 32.28512978553772 
30, 50, 85.43701171875 
3, 28, 44.673908948898315 
15, 12, 18.86033010482788 
21, 30, 36.192559003829956 
15, 16, 15.387725353240967 
31, 2, 4.744333744049072 
12, 22, 21.542924642562866 
26, 46, 69.71148681640625 
25, 44, 70.75327897071838 
13, 48, 62.88215613365173 
14, 36, 46.668625831604004 
6, 12, 13.944108486175537 
2, 48, 106.03012371063232 
21, 38, 40.10212707519531 
15, 40, 44.78219795227051 
25, 76, 128.30003929138184 
17, 78, 100.48171997070312 
1, 20, 108.8734998703003 
17, 38, 41.68527102470398 
1, 54, 217.97010684013367 
19, 66, 97.20527863502502 
15, 78, 93.62763333320618 
23, 54, 94.88228178024292 
16, 50, 60.74844527244568 
19, 44, 62.72539758682251 
29, 36, 33.70068407058716 
17, 54, 75.83586382865906 
7, 76, 81.38032507896423 
2, 20, 42.075366735458374 
10, 26, 31.073333740234375 
6, 62, 66.9659116268158 
22, 46, 79.83687353134155 
2, 16, 29.763097763061523 
31, 66, 113.2299907207489 
21, 48, 65.52881383895874 
7, 50, 55.84152364730835 
26, 42, 76.29778265953064 
29, 52, 99.51764631271362 
8, 72, 76.14105200767517 
10, 58, 58.94547200202942 
3, 14, 29.800315618515015 
3, 24, 42.21011543273926 
19, 6, 16.898386240005493 
1, 28, 134.94165897369385 
24, 50, 74.65272569656372 
4, 30, 37.84139847755432 
12, 38, 42.113802671432495 
14, 78, 92.7283034324646 
18, 32, 47.42297959327698 
12, 42, 41.320950508117676 
20, 2, 6.030858039855957 
31, 56, 84.10605144500732 
24, 24, 29.422827005386353 
17, 70, 86.09725093841553 
6, 42, 53.7164363861084 
6, 48, 47.126325368881226 
20, 16, 20.736082553863525 
1, 64, 309.7825779914856 
6, 52, 66.38100123405457 
11, 16, 17.170536994934082 
29, 28, 26.654685497283936 
4, 34, 46.16079592704773 
22, 40, 50.80923509597778 
29, 22, 24.417465925216675 
11, 20, 18.189006567001343 
16, 64, 73.44717407226562 
32, 38, 51.60605311393738 
20, 52, 73.71820735931396 
26, 30, 43.29461407661438 
14, 14, 11.48443603515625 
28, 44, 64.65808200836182 
28, 66, 115.00787997245789 
9, 32, 32.70768404006958 
24, 44, 67.40310859680176 
28, 52, 90.66016793251038 
11, 4, 5.936261415481567 
3, 30, 57.07973766326904 
31, 22, 24.908349990844727 
15, 62, 67.64936804771423 
27, 12, 14.599967241287231 
11, 64, 75.78601098060608 
15, 24, 26.92585277557373 
20, 76, 96.94703269004822 
3, 16, 26.014357566833496 
5, 40, 45.481810569763184 
22, 14, 17.701081037521362 
18, 50, 54.64062714576721 
6, 76, 78.23815107345581 
3, 26, 42.80251979827881 
27, 70, 137.15433192253113 
29, 14, 21.68453598022461 
4, 2, 7.6397950649261475 
31, 24, 26.651925563812256 
12, 44, 45.36224007606506 
7, 62, 66.48065280914307 
8, 42, 42.27943730354309 
13, 70, 81.28066396713257 
31, 74, 117.9513885974884 
8, 44, 53.27206254005432 
23, 20, 20.845950841903687 
9, 68, 74.56938982009888 
24, 32, 44.27211141586304 
29, 10, 10.123433589935303 
17, 2, 8.310478925704956 
15, 52, 62.75663137435913 
27, 78, 127.2057204246521 
9, 64, 68.84058141708374 
15, 58, 74.82482862472534 
17, 58, 76.64162421226501 
4, 72, 85.69948935508728 
15, 22, 24.471866130828857 
12, 12, 11.902528047561646 
29, 16, 13.077889919281006 
4, 68, 90.70156145095825 
12, 66, 79.63007974624634 
31, 60, 101.07707858085632 
14, 68, 77.8800778388977 
4, 66, 87.24911499023438 
25, 68, 125.24248600006104 
2, 56, 117.01772451400757 
20, 72, 104.71103882789612 
23, 68, 124.56296062469482 
30, 66, 95.50171065330505 
25, 52, 89.65752387046814 
17, 4, 10.324145555496216 
28, 60, 107.39873909950256 
19, 56, 68.84260034561157 
6, 50, 58.03718185424805 
8, 64, 65.78504180908203 
8, 28, 32.46338677406311 
12, 34, 41.825862646102905 
14, 4, 8.03298306465149 
7, 36, 38.03987216949463 
31, 76, 129.23219966888428 
26, 2, 5.699081897735596 
9, 42, 45.086639642715454 
11, 46, 47.869938135147095 
5, 72, 76.6400134563446 
26, 72, 117.75647640228271 
6, 44, 38.108651876449585 
26, 66, 100.21890187263489 
31, 28, 44.39477586746216 
21, 22, 20.76754069328308 
5, 8, 11.29306173324585 
18, 30, 35.28050494194031 
28, 32, 34.96133494377136 
9, 44, 40.087159872055054 
20, 38, 37.34734630584717 
26, 20, 23.957505464553833 
6, 56, 56.628461837768555 
18, 48, 56.221211433410645 
24, 2, 1.7332813739776611 
26, 14, 18.19157385826111 
30, 22, 35.215129137039185 
13, 36, 39.92985439300537 
25, 18, 12.751378059387207 
21, 78, 96.33979439735413 
22, 36, 47.954431772232056 
20, 22, 25.13627529144287 
17, 66, 82.37725567817688 
5, 76, 89.43655967712402 
5, 44, 50.062331438064575 
13, 66, 74.79963493347168 
28, 22, 28.852617979049683 
22, 68, 101.95321559906006 
16, 16, 22.55522584915161 
17, 6, 9.074216842651367 
12, 62, 75.72084331512451 
26, 6, 12.472220420837402 
2, 14, 32.14694356918335 
31, 36, 47.66621112823486 
21, 32, 38.449424505233765 
14, 16, 17.990556716918945 
23, 18, 18.64429211616516 
30, 10, 16.986831426620483 
2, 26, 77.53221035003662 
2, 46, 104.10706758499146 
4, 22, 37.77086424827576 
5, 26, 37.76970648765564 
7, 6, 10.808329343795776 
6, 24, 28.12884259223938 
26, 56, 97.22944951057434 
2, 6, 14.410170793533325 
25, 6, 7.192344427108765 
2, 22, 65.23898315429688 
27, 18, 17.359896898269653 
2, 36, 89.30995202064514 
19, 72, 97.5304536819458 
2, 32, 76.22058463096619 
20, 74, 109.60126256942749 
10, 22, 26.781742572784424 
24, 46, 57.52353858947754 
10, 34, 33.52987456321716 
10, 74, 80.07143449783325 
13, 14, 18.42090153694153 
16, 34, 44.19493627548218 
10, 8, 13.055724143981934 
19, 54, 67.70706343650818 
31, 34, 32.21541452407837 
13, 28, 29.188762664794922 
19, 78, 120.79634213447571 
18, 34, 30.83641266822815 
23, 28, 27.85524892807007 
7, 2, 6.293888330459595 
25, 50, 75.87271475791931 
6, 72, 78.48749160766602 
22, 58, 95.9820339679718 
22, 64, 89.2545599937439 
11, 42, 45.72247362136841 
14, 10, 14.2440664768219 
3, 36, 61.171018838882446 
8, 36, 42.30307412147522 
31, 10, 13.880007266998291 
28, 42, 59.892738580703735 
13, 54, 66.32755208015442 
31, 44, 83.50767207145691 
17, 20, 23.174968242645264 
4, 48, 48.33203601837158 
2, 68, 164.29686832427979 
9, 78, 84.2857894897461 
17, 22, 30.752504587173462 
32, 62, 106.07577276229858 
18, 68, 80.74685835838318 
32, 50, 86.63920569419861 
25, 34, 44.7497923374176 
4, 42, 55.908182859420776 
29, 34, 42.04596185684204 
23, 74, 113.62067222595215 
19, 50, 61.535146713256836 
11, 74, 81.11952590942383 
21, 44, 44.01563739776611 
30, 20, 21.25845956802368 
11, 38, 44.48695659637451 
5, 10, 12.826385736465454 
27, 30, 32.88382411003113 
15, 8, 11.697577714920044 
20, 34, 35.98407816886902 
11, 26, 29.234545707702637 
27, 68, 130.9057800769806 
13, 52, 62.52912092208862 
18, 4, 11.682845115661621 
19, 32, 35.30649757385254 
4, 32, 55.73332595825195 
8, 34, 45.7204806804657 
9, 4, 11.32988953590393 
2, 8, 32.68278622627258 
1, 56, 245.85084080696106 
24, 18, 15.68782663345337 
28, 14, 14.717348337173462 
7, 78, 82.90012812614441 
14, 40, 48.87868547439575 
11, 66, 78.60970115661621 
3, 56, 86.39350962638855 
4, 44, 66.34439516067505 
8, 40, 44.98013401031494 
31, 30, 35.8006272315979 
14, 48, 49.49409770965576 
32, 68, 120.1101803779602 
30, 76, 124.9344847202301 
10, 10, 11.256095170974731 
19, 28, 34.192928075790405 
18, 60, 73.00940608978271 
13, 24, 30.172354459762573 
14, 70, 89.85008525848389 
22, 38, 51.20397353172302 
22, 52, 88.26216745376587 
4, 38, 40.31749987602234 
14, 44, 46.71440625190735 
17, 72, 90.62753677368164 
9, 58, 57.95037484169006 
18, 10, 13.93369460105896 
27, 40, 65.01972317695618 
17, 60, 62.846877336502075 
31, 16, 17.35531210899353 
3, 12, 20.777350187301636 
14, 42, 51.850584745407104 
26, 50, 68.25880813598633 
3, 4, 8.456419229507446 
11, 40, 51.29668998718262 
22, 72, 117.0271430015564 
27, 14, 16.515279054641724 
26, 62, 114.33627653121948 
3, 22, 40.71545767784119 
2, 24, 59.566112995147705 
13, 74, 85.90114974975586 
1, 48, 217.4827218055725 
27, 32, 37.67900347709656 
18, 62, 73.11129331588745 
26, 36, 56.0251898765564 
25, 64, 110.7854380607605 
15, 74, 83.36393857002258 
20, 64, 79.58754014968872 
32, 66, 100.60311222076416 
27, 26, 23.415755033493042 
23, 34, 33.198068141937256 
10, 24, 37.7625994682312 
29, 44, 66.0873851776123 
31, 32, 38.042983055114746 
2, 60, 144.80243372917175 
5, 14, 12.431583166122437 
27, 54, 79.84939098358154 
28, 68, 118.81071710586548 
16, 68, 78.50193977355957 
30, 30, 29.098930597305298 
1, 78, 349.7380475997925 
19, 60, 77.45061230659485 
11, 32, 29.232226133346558 
11, 56, 60.955331802368164 
3, 78, 128.36346673965454 
15, 44, 51.2936692237854 
18, 74, 97.49928569793701 
2, 28, 49.45271301269531 
9, 12, 15.00419306755066 
10, 52, 54.83396100997925 
24, 28, 27.510834455490112 
11, 50, 55.73461413383484 
6, 66, 67.37206816673279 
11, 12, 10.633754253387451 
16, 46, 63.92722702026367 
1, 60, 259.7240364551544 
16, 20, 18.304077625274658 
30, 18, 22.148213148117065 
24, 72, 122.44835829734802 
24, 20, 22.692521810531616 
7, 16, 15.080023050308228 
8, 58, 62.8846435546875 
22, 24, 25.37796974182129 
6, 38, 38.19974160194397 
18, 78, 108.65911149978638 
11, 58, 60.84051990509033 
16, 14, 14.362390518188477 
19, 70, 87.8385841846466 
32, 74, 134.51304984092712 
21, 40, 41.39507532119751 
20, 8, 13.217780828475952 
11, 76, 87.68044400215149 
17, 26, 30.767874240875244 
19, 36, 47.77185583114624 
31, 50, 73.29957437515259 
2, 52, 136.69935011863708 
19, 76, 119.81374835968018 
22, 42, 61.941678524017334 
15, 34, 37.07608103752136 
1, 24, 118.85082912445068 
1, 46, 232.50663685798645 
27, 42, 65.05105495452881 
32, 16, 17.712716579437256 
27, 72, 129.88785576820374 
11, 54, 63.05745244026184 
4, 60, 86.30104327201843 
8, 56, 57.7453351020813 
7, 40, 40.188578844070435 
14, 26, 29.04099988937378 
32, 4, 5.8717896938323975 
3, 48, 83.79200720787048 
6, 36, 37.1285560131073 
31, 26, 30.870232105255127 
32, 30, 36.44864225387573 
22, 78, 132.14891958236694 
31, 58, 109.42918610572815 
9, 14, 17.810412645339966 
23, 76, 115.55095028877258 
30, 16, 23.51646137237549 
23, 64, 83.3905246257782 
27, 28, 33.17842197418213 
18, 36, 46.08259177207947 
10, 38, 39.98981308937073 
17, 14, 18.824536085128784 
29, 54, 89.09960389137268 
24, 70, 115.55708622932434 
10, 14, 17.11971163749695 
12, 54, 61.95454788208008 
5, 70, 76.83560299873352 
8, 38, 39.39408612251282 
16, 6, 7.598682165145874 
24, 22, 23.89307451248169 
1, 38, 176.35353422164917 
2, 34, 90.6313636302948 
21, 74, 105.58152461051941 
25, 56, 75.10486626625061 
12, 40, 40.717957973480225 
22, 62, 85.1038556098938 
6, 16, 11.722291707992554 
26, 28, 29.55291175842285 
18, 14, 18.82791566848755 
3, 60, 103.98293614387512 
27, 50, 81.03182053565979 
15, 66, 82.46026992797852 
22, 4, 8.53431749343872 
9, 34, 38.72555184364319 
6, 20, 22.079668521881104 
23, 26, 21.610836267471313 
7, 12, 12.727457284927368 
9, 72, 71.66356182098389 
7, 64, 61.26012420654297 
12, 52, 54.73467206954956 
24, 78, 132.473393201828 
25, 20, 29.982383966445923 
22, 12, 13.674803972244263 
14, 30, 29.393746376037598 
20, 32, 38.227853536605835 
6, 8, 11.863567352294922 
28, 38, 36.80207824707031 
26, 76, 131.80472040176392 
6, 4, 6.302057981491089 
16, 10, 7.447033405303955 
32, 12, 14.164771556854248 
5, 18, 23.34892964363098 
26, 16, 16.26755714416504 
7, 56, 59.16606616973877 
22, 66, 106.92447757720947 
18, 44, 48.67372441291809 
7, 18, 24.133812427520752 
10, 16, 24.170414686203003 
13, 50, 61.065131425857544 
8, 24, 24.506498098373413 
31, 8, 7.910974502563477 
6, 78, 83.25779986381531 
13, 64, 74.5980908870697 
15, 54, 66.85174179077148 
4, 62, 81.2738401889801 
23, 14, 17.787900686264038 
10, 50, 55.85358428955078 
28, 12, 13.348112106323242 
30, 38, 49.57357335090637 
14, 56, 62.721702337265015 
15, 68, 76.56677222251892 
26, 26, 30.26247501373291 
29, 56, 100.3617856502533 
23, 2, 4.697932481765747 
20, 66, 95.81433033943176 
25, 14, 13.447044134140015 
27, 6, 8.356345176696777 
30, 6, 9.656004905700684 
23, 44, 58.979931116104126 
17, 50, 59.37451410293579 
18, 16, 15.705824613571167 
31, 62, 117.28523874282837 
14, 60, 72.05184078216553 
9, 38, 43.91164588928223 
32, 76, 123.426748752594 
19, 18, 11.898962259292603 
15, 18, 24.14222264289856 
21, 12, 10.19040060043335 
19, 8, 8.138099193572998 
15, 32, 31.444796800613403 
24, 68, 98.48935198783875 
32, 58, 103.07302737236023 
13, 76, 87.36543273925781 
28, 8, 12.242656469345093 
26, 70, 106.15440893173218 
26, 4, 12.034682989120483 
5, 16, 21.707961320877075 
17, 56, 65.55157494544983 
8, 22, 22.68399667739868 
7, 46, 44.0311393737793 
7, 20, 18.0323486328125 
14, 50, 54.853593826293945 
19, 74, 114.60389518737793 
13, 40, 49.583141803741455 
21, 54, 76.19919967651367 
27, 20, 26.70183229446411 
5, 62, 72.7278687953949 
32, 44, 60.11901378631592 
25, 74, 123.48815846443176 
1, 2, 15.128846645355225 
4, 58, 67.23250961303711 
15, 50, 68.87138152122498 
24, 52, 92.88622212409973 
28, 18, 19.283573389053345 
2, 66, 159.19686341285706 
18, 56, 68.89201664924622 
1, 16, 73.73907423019409 
9, 48, 52.90148735046387 
7, 14, 13.184512853622437 
29, 26, 34.154393672943115 
7, 68, 70.49073934555054 
12, 16, 13.985694885253906 
4, 10, 18.56341576576233 
29, 8, 12.278662919998169 
27, 2, 5.473366737365723 
7, 4, 8.339399576187134 
9, 20, 22.18506956100464 
2, 38, 85.15921878814697 
15, 6, 6.039753437042236 
15, 56, 62.92842435836792 
17, 52, 64.91119956970215 
3, 68, 114.36927652359009 
24, 74, 122.66684103012085 
9, 70, 79.92480516433716 
5, 46, 51.461238861083984 
17, 16, 20.824673652648926 
26, 54, 83.75367164611816 
32, 8, 10.958065032958984 
9, 50, 50.569244146347046 
14, 28, 35.71961855888367 
9, 10, 12.540719032287598 
26, 78, 144.60030484199524 
29, 24, 26.034941911697388 
25, 54, 87.88015818595886 
30, 72, 145.55645370483398 
19, 14, 23.198328495025635 
8, 6, 8.079846858978271 
16, 48, 55.13195562362671 
25, 10, 13.612425327301025 
19, 16, 20.697503089904785 
16, 66, 86.4211859703064 
31, 6, 10.930428743362427 
4, 8, 11.631988048553467 
32, 10, 13.096369981765747 
1, 32, 154.4064586162567 
31, 52, 82.94390892982483 
4, 28, 34.40207028388977 
24, 60, 99.20984172821045 
9, 74, 74.42745232582092 
10, 32, 28.132274866104126 
25, 4, 9.837188959121704 
14, 32, 34.85009837150574 
30, 78, 141.6535665988922 
28, 64, 111.97764778137207 
22, 54, 73.78649830818176 
8, 26, 24.636459827423096 
6, 60, 71.36142826080322 
16, 74, 82.60876202583313 
9, 22, 21.468634843826294 
25, 48, 52.30300521850586 
12, 68, 73.11875009536743 
26, 38, 52.763432025909424 
19, 46, 54.49626350402832 
29, 2, 7.38664174079895 
9, 62, 67.90049815177917 
2, 64, 136.0414514541626 
9, 28, 32.59749984741211 
32, 24, 28.46231722831726 
6, 32, 35.69734311103821 
23, 30, 32.002052783966064 
2, 10, 19.682065963745117 
30, 48, 71.34825325012207 
14, 52, 63.276504039764404 
30, 32, 31.913023233413696 
28, 70, 97.56789898872375 
21, 8, 8.314626693725586 
1, 52, 207.56721568107605 
23, 48, 57.972485065460205 
19, 64, 79.71931433677673 
14, 74, 81.22123527526855 
27, 36, 42.09330129623413 
15, 30, 31.678133249282837 
5, 20, 21.66048765182495 
8, 8, 12.674628257751465 
14, 66, 69.7579574584961 
11, 18, 20.59420895576477 
27, 58, 63.67185854911804 
17, 62, 74.65589189529419 
21, 66, 78.04916834831238 
24, 38, 34.339569330215454 
18, 40, 42.97461199760437 
3, 42, 68.09687852859497 
4, 4, 4.648852348327637 
18, 18, 22.451460123062134 
16, 38, 49.24590086936951 
6, 22, 27.445892810821533 
25, 8, 16.46315312385559 
24, 56, 84.99775886535645 
29, 58, 90.82347393035889 
1, 12, 66.02078223228455 
14, 72, 86.23808169364929 
7, 72, 72.54891657829285 
7, 22, 23.114853858947754 
15, 14, 24.544759273529053 
